ID	description	image	product	period	repository	production site	find site	style	motif	technique	structure	culture	composition	component	thread 1	material	type of torsion	colour of the thread strands	thickness	direction of torsion	torsion of thread	thread 2	thread 3	fabric	colour	number of colour layers	contrast	finish	motif attribute	scene	sequence	symmetry	size	usage	direction of warp	thread 4	thread 5	thread 6
ILCA_INI013	"Fragmento de faja, en faz de urdimbre, elaborado en algodón.
Carece de costuras o acabado.
La composición es de una banda en el eje longitudinal de motivos geométricos de zigzag con volutas rectilineares en color azul sobre blanco a través de toda la pieza.
Esta banda está flanqueada en ambos bordes de la pieza por listas en color blanco.
La estructura es urdida a dos, con técnica de escogido con urdimbre pareada (liyi palla).
El fragmento está en un estado regular de conservación.
"	['INI013_IMG_1338.jpg', 'INI013_IMG_1340.jpg', 'INI013_IMG_1342.jpg']	Belt fragment	Middle Horizon (600-1000 AD)	Institute of Anthropological Research and Archaeological Museum, Universidad Mayor de San Simón, website	Bolivia, Central Interandean Valleys, Mojocoya	Bolivia, Central Interandean Valleys, Mojocoya	Mojocoya	Abstract zigzag, Volutes in sequence, Wide stripe	Selected technique with paired warps	Simple warp-faced structure, warped in 2 layers		Band, Grouping of strips	Structural component	Warp thread	Cotton fibre, cotton fiber Cotton thread						Warp thread	Weft thread	Warp-faced cloth	Blue, Greyish white		Major contrast		With an angular volute			Mirroring				Weft thread		
ILCA_INI014	"Fragmento en faz de urdimbre, posiblemente de una faja o una tira de bolsa.
Los hilos de urdimbre son de algodón (en color blanco) y fibra de camélido (en colores) y los hilos de trama son de fibra vegetal.
La pieza carece de costuras.
Tiene restos de acabado de festón en ojal en hilo blanco doblado.
La composición es de dos bandas angostas con motivos de ojo-semilla en color blanco que se intercalan con listas lisas de colores.
La estructura es simple, urdida a uno, con técnica simple o llana (ina sawu) en las listas llanas, y urdida a dos con técnica de escogido con conteo por par, 2|2 (paris palla), en las bandas de diseños.
"	['INI014_IMG_1344.jpg', 'INI014_IMG_1345.jpg']		Middle Horizon (600-1000 AD)	Institute of Anthropological Research and Archaeological Museum, Universidad Mayor de San Simón, website	Bolivia, Central Interandean Valleys, Mojocoya	Bolivia, Central Interandean Valleys, Mojocoya	Mojocoya	Narrow stripe, Seed-eye	Selected technique counted in pairs, 2|2	Simple warp-faced structure, warped in 2 layers		Grouping of bands, Grouping of strips	Structural component	Warp thread	Vegetable fibre, vegetable fiber Vegetal fibre						Warp thread	Weft thread	Warp-faced cloth	Grey, Greyish white, Pink, Reddish brown, Reddish violet		Major contrast	Blanket stitch								Weft thread		
ILCA_INI015	"Fragmento de bolsita personal, o quizás un semillero agropastoril, en faz de urdimbre, elaborado en algodón.
Está formada por una sola pieza doblada.
El acabado de los costados es festón simple y hay restos de festón anillado cruzado simple en la boca de la bolsa.
Tiene los restos de una correa ancha en algodón en faz de urdimbre, con una composición de cuatro bandas de peinecillo en color por fila, intercaladas con listas llanas de color claro.
La composición de la bolsa es de tres bandas mayores de peinecillo con color intercalado (k'uthu), con conteo por impar (2|3) intercaladas con listas llanas en colores blanco descompuesto y celeste.
La estructura de la parte llana es urdida a uno, con técnica simple o llana (ina sawu) y en las bandas de peinecillo es urdida a dos.
"	['INI015_IMG_1391.jpg', 'INI015_IMG_1393.jpg', 'INI015_IMG_1396.jpg', 'INI015_IMG_1397.jpg']	Seed-bag fragment	Middle Horizon (600-1000 AD)	Institute of Anthropological Research and Archaeological Museum, Universidad Mayor de San Simón, website	Bolivia, Central Interandean Valleys, Omereque	Bolivia, Central Interandean Valleys, Omereque	Omereque	Medium-sized stripe, Multiple ladder motif, Single ladder motif	Multiple ladder technique, with even count, 2|2 and 4|4	Simple warp-faced structure, warped in 2 layers	Omereque	Grouping of bands, Grouping of strips	Added component, Structural component	Warp thread	Cotton fibre, cotton fiber Cotton thread						Warp thread	Weft thread	Warp-faced cloth	Blue, Reddish brown		Intermediate	Constructed opening, Overcasting stitch, buttonhole stitch, Simple cross-knit loop stitch in one single colour								Weft thread		
ILCA_MAN001	"Fragmento de textil, en fibra de camélido, probablemente llama.
Carece de costuras y acabado.
La base es faz de urdimbre en técnica llana con estructura urdida en uno.
Parece que se ha aplicado una técnica de bordado encima del tejido llano para producir los motivos de ajedrezado en formas cuadrangulares de varios colores (verdes, amarillas y cafés) a ambos lados de la tela.
"	['MAN001_IMG_0020.jpg', 'MAN001_IMG_0021.jpg']		Middle Horizon (600-1000 AD)	Anthropological Museum, Universidad Real Mayor y Pontificia de San Francisco Xavier, Chuquisaca, website	Bolivia, Central Interandean Valleys, Mojocoya	Bolivia, Central Interandean Valleys, Mojocoya	Mojocoya	Checkered, Pampa	Embroidery	Weft-faced structure, warped in 1 layer		Band	Structural component	Warp thread	Camelid fibre						Weft thread		Warp-faced cloth, Weft-faced cloth	Brown, Greenish-blue, Reddish brown			Flat stitch										
ILCA_MAN002	"Fragmento de faja, en faz de urdimbre, elaborada en fibra de camélido.
No tiene costuras.
Tiene acabado de encandelillado o festón simple en el borde superior, en hilo de color gris.
La composición del fragmento está compuesto por una banda en el eje longitudinal, organizada en segmentos (tika), flanqueados por listas angostas.
La banda tiene segmentos con motivos de S y Z, semilla, y rombos con seis apéndices.
En otros segmentos tiene una figura rectilinear con cuatro apéndices, y rombos con cuatro apéndices.
En aun otros segmentos se tiene una variedad de motivos, con dos o cuatro apéndices, que parecen arañas, y motivos S dobladas.
En las listas llanas, la estructura es simple, urdida a uno, con tejido llano, y en la banda de diseños la estructura es urdida a dos, con técnica de escogido con conteo por impar derivado, 2|1 (ch'ulla palla).
La gama cromática es de verde y rojo en las listas, blanco y negro en las figuras.
"	['MAN002_IMG_0022.jpg', 'MAN002_IMG_0029.jpg', 'MAN002_IMG_0031.jpg']	Belt fragment	Middle Horizon (600-1000 AD)	Anthropological Museum, Universidad Real Mayor y Pontificia de San Francisco Xavier, Chuquisaca, website	Bolivia, Central Interandean Valleys, Mojocoya	Bolivia, Central Interandean Valleys, Mojocoya	Mojocoya	'S' motif, 'S' or 'Z' motif, 'X' motif, Diamond with appendices, Geometric pattern in general, Narrow stripe, Seed-eye	Selected technique with derived odd count, 2|1	Simple warp-faced structure, warped in 2 layers		Band, Grouping of strips	Structural component	Warp thread	Camelid fibre						Weft thread		Warp-faced cloth	Blue, Green, Reddish orange, Sage green		Major contrast	Overcasting stitch, buttonhole stitch										
ILCA_MAN003	"Fragmento de faja, en faz de urdimbre, elaborada en fibra de camélido.
Carece de costuras y acabado.
La composición es de tres bandas de diseños organizados en tres filas en el eje longitudinal de la pieza, y en segmentos (tika).
La banda central tiene una base de listas de rojo y azul con blanco, y las bandas laterales son solamente de blanco y negro.
Los diseños en la banda central son del motivo X, el motivo Z en varios colores, hexágonos (o semillas) con cuatro u ocho apéndices como volutas , el motivo S de varios tamaños, rombos en colores claros, rombos con seis apéndices como sapos en colores claros y oscuros, etc.
En las bandas laterales se tiene el motivo S, el motivo Z, hexágonos con dos apéndices como volutas, una figura lineal con cuatro apéndices, etc.
Todos los motivos son de tipo tocapu.
Los bordes laterales tiene listas llanas de color.
La banda de diseños está laborada en una estructura urdida a dos, con técnica de escogida con conteo por impar básico, 1|1 (maya palla).
La gama cromática es de colores café, rojo azul, blanco y negro.
"	['MAN003_IMG_0034.jpg', 'MAN003_IMG_0035.jpg', 'MAN003_IMG_0037.jpg', 'MAN003_IMG_0038.jpg', 'MAN003_IMG_0039.jpg']	Belt fragment	Middle Horizon (600-1000 AD)	Anthropological Museum, Universidad Real Mayor y Pontificia de San Francisco Xavier, Chuquisaca, website	Bolivia, Central Interandean Valleys, Mojocoya	Bolivia, Central Interandean Valleys, Mojocoya	Mojocoya	'S' motif, 'X' motif, 'Z' motif, Diamond in general, Diamond with appendices, Hexagon with radiating elements, Narrow stripe	Selected technique with basic odd count, 1|1	Simple warp-faced structure, warped in 2 layers		Grouping of bands, Grouping of strips	Structural component	Warp thread	Probably llama						Weft thread		Warp-faced cloth	Blue, Greenish-blue, Grey, Pink, Reddish brown		Major contrast											
ILCA_MAN004	"Dos fragmentos de textil, probablemente de bolsas agropastoriles, en faz de urdimbre, elaborado en fibra de camélido, tanto llama como alpaca.
Carece de costuras y acabado.
La composición es de listas llanas de color café claro intercaladas con bandas anchas y angostas de peinecillo con color intercalado (k'uthu), con un conteo por par (2|2), en colores café oscuro y blanco.
En las bandas llanas la técnica es llana (ina sawu) con una estructura urdida en uno, y en las bandas de técnica de peinecillo la estructura es urdida a dos.
"	['MAN004_IMG_0040.jpg', 'MAN004_IMG_0041.jpg', 'MAN004_IMG_0044.jpg', 'MAN004_IMG_0045.jpg', 'MAN004_IMG_0046.jpg', 'MAN004_IMG_0047.jpg', 'MAN004_IMG_0048.jpg']		Middle Horizon (600-1000 AD)	Anthropological Museum, Universidad Real Mayor y Pontificia de San Francisco Xavier, Chuquisaca, website	Bolivia, Central Interandean Valleys, Mojocoya	Bolivia, Central Interandean Valleys, Mojocoya	Mojocoya	Medium-sized stripe, Multiple ladder motif	Multiple ladder technique, with even count, 2|2 and 4|4	Simple warp-faced structure, warped in 2 layers		Grouping of bands, Grouping of strips		Warp thread	Camelid fibre						Weft thread		Warp-faced cloth	Grey, Pink, Reddish brown		Minor contrast											
ILCA_MAN005	"Fragmento de textil, probablemente de una bolsa agropastoril, en faz de urdimbre, elaborado en fibra de camélido.
No tiene costuras ni acabados.
La composición del fragmento en su totalidad es de peinecillo con color intercalado, en ramificación, en colores blanco (deteriorado) y negro.
Está urdida a dos, y la técnica es de peinecillo con color intercalado (k'uthu), con un conteo por par, 2|2.
"	['MAN005_IMG_0050.jpg', 'MAN005_IMG_0051.jpg', 'MAN005_IMG_0053.jpg']		Middle Horizon (600-1000 AD)	Anthropological Museum, Universidad Real Mayor y Pontificia de San Francisco Xavier, Chuquisaca, website	Bolivia, Central Interandean Valleys, Mojocoya	Bolivia, Central Interandean Valleys, Mojocoya	Mojocoya	Multiple ladder motif	Multiple ladder technique, with even count, 2|2 and 4|4	Simple warp-faced structure, warped in 2 layers		Grouping of bands	Structural component	Warp thread	Camelid fibre						Weft thread		Warp-faced cloth	Blue, Greyish white, Reddish brown		Major contrast											
ILCA_MAN006	"Ahuayo histórico de la región del lago Titicaca, Bolivia.
Es pequeño y fino, de forma rectangular larga, en faz de urdimbre, y elaborado en fibra de alpaca.
Es una pieza única.
Está construida de dos piezas unidas en la parte central con una costura de puntada en zigzag.
No tiene acabado.
La composición del ahuayo es de una pampa de color blanco y cuatro bandas de diseños, dos en la parte central y dos laterales.
Las bandas laterales tienen una banda central de diseños figurativos (antropomorfos, vizcachas, sol-inti, aves bicéfalas, rombos con seis apéndices, motivos X con semillas, ramificaciones como árbol, etc.).
Luego hay una banda angosta de cadenita o ojitos, y dos bandas en los costados de volutas encadenadas.
Estas bandas están intercaladas con agrupaciones de listas medianas y angostas.
Las bandas en la parte central tienen la misma composición, con la diferencia que las bandas de diseños laterales son de volutas encadenadas y las bandas más cerca de la costura central son de un zigzag con semillas.
Los bordes laterales del ahuayo tienen una lista ancha de azul claro, listas anchas, y otra banda angosta de cadenita, antes de terminar en una lista mediana de color rojo, que es el color usado en la trama.
La parte llana del textil tiene una estructura urdida en uno, con técnica simple o llana (ina sawu) y las bandas de diseños están urdidas a dos, con técnica de escogido con  conteo por par, 2|2 (paris palla).
La gama cromática es de blanco, rojo, verde, amarillo, celeste y café, y las tonalidades en general son pálidas.
"	['MAN006_IMG_0058.jpg', 'MAN006_IMG_0059.jpg', 'MAN006_IMG_0060.jpg', 'MAN006_IMG_0061.jpg', 'MAN006_IMG_0062.jpg', 'MAN006_IMG_0063.jpg', 'MAN006_IMG_0064.jpg']	Long mantle	Republican Period (1825-present)	Anthropological Museum, Universidad Real Mayor y Pontificia de San Francisco Xavier, Chuquisaca, website	Bolivia, North Altiplano, Region of lake Titicaca, Bolivia	Bolivia, North Altiplano	Omasuyos	'X' motif - as hourglass, Bird in general, Diamond in general, Human being, Linear 'S' motif, Linear rayed sun, Medium-sized stripe, Multiple ladder motif, Narrow stripe, Pampa, Viscacha, Zigzag	Multiple ladder technique with figure, and even count, 2|2	Simple warp-faced structure, warped in 2 layers	Aymara-Omasuyos	Grouping of bands, Grouping of very wide stripe and strips		Warp thread	Probably alpaca						Weft thread		Warp-faced cloth	Blue, Greenish-blue, Greyish white, Red, Reddish brown, Violet, Yellow		Intermediate		Two-headed, With a seed, With appendices									
ILCA_MAN007	"Fragmento de faja, en faz de urdimbre, elaborado en fibra de algodón.
Se trata de un textil excepcional por su forma y técnica, compuesta por tres piezas con dos uniones terminadas en encandelillado simple.
No tiene otros acabados.
La composición de la faja es de una banda central de motivos geométricos de rombos concéntricos (que parecen una cruz interna), flanqueada por listas.
En las piezas en los dos extremos de la banda central se tiene una parte con los mismos motivos de rombos concéntricos, separada por una línea de otra parte con líneas en zigzag con rombos pequeños a modo de semillas, intercaladas.
La estructura es urdida a dos, y la técnica es peinecillo con color intercalado y con figura (k'uthu palla) en un conteo por impar (2|3 y 3|3).
La gama cromática es colores blanco deteriorado y café claro.
"	['MAN007_IMG_0069.jpg', 'MAN007_IMG_0070.jpg', 'MAN007_IMG_0071.jpg', 'MAN007_IMG_0072.jpg', 'MAN007_IMG_0073.jpg', 'MAN007_IMG_0074.jpg', 'MAN007_IMG_0075.jpg', 'MAN007_IMG_0076.jpg', 'MAN007_IMG_0077.jpg']	Belt fragment	Middle Horizon (600-1000 AD)	Anthropological Museum, Universidad Real Mayor y Pontificia de San Francisco Xavier, Chuquisaca, website	Bolivia, Central Interandean Valleys, Mojocoya	Bolivia, Central Interandean Valleys, Mojocoya	Mojocoya	Abstract zigzag, Diamond in general, Narrow stripe	Multiple ladder technique with figure, and odd count, 3|3	Simple warp-faced structure, warped in 2 layers				Warp thread	Cotton fibre, cotton fiber Cotton thread						Warp thread	Weft thread	Warp-faced cloth	Greyish white, Reddish brown		Minor contrast	Overcasting stitch, buttonhole stitch	With a diamond on the extremes		Concentric					Weft thread		
